TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;06:36;CANDELÁRIA;PACO DA PATRIA;MASCULINO;BRANCA;22;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;3;sexta-feira;ADULTO;7;MATUTINO
HOMICIDIO;NI;CANDELÁRIA;R OCIDENTAL DE BAIXO, PACO DA PATRIA VP;MASCULINO;BRANCA;25;CARPINTEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;5;quinta-feira;ADULTO;NI;NI
HOMICIDIO;NI;CANDELÁRIA;R ANTOMAR DE BRITO FREITAS VP;MASCULINO;NEGRA;31;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;janeiro;28;quarta-feira;ADULTO;NI;NI
LATROCINIO;07:00;CANDELÁRIA;R DOMINGOS AMADO, 3514 HP;MASCULINO;BRANCA;70;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;4;domingo;IDOSO;7;MATUTINO
HOMICIDIO;12:20;CANDELÁRIA;R OCIDENTAL DE BAIXO,829, PACO DA PATRIA VP;MASCULINO;NEGRA;41;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;12;quinta-feira;ADULTO;12;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;NI;CAPIM MACIO;R DR HERNANI HUGO GOMES;MASCULINO;PARDA;34;MORADOR DE RUA;NI;OBJETO CONTUNDENTE;agosto;21;sexta-feira;ADULTO;NI;NI
HOMICIDIO;21:00;CIDADE ALTA;PACO DA PATRIA;MASCULINO;PARDA;24;ARMADOR DE FERRAGENS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;23;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;12:56;CIDADE ALTA;R NOSSA SENHORA DA PAZ, EM FRENTE DO N° 79 - PACO DA PATRIA;MASCULINO;PARDA;20;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;26;domingo;ADULTO;13;VESPERTINO
HOMICIDIO;13:21;CIDADE ALTA;UMA RESIDENCIA NA R PORTO SEGURO - 700 - PACO DA PATRIA;MASCULINO;PARDA;35;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;9;quinta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;10:13;CIDADE ALTA;R HUMAITA, PACO DA PATRIA;MASCULINO;NEGRA;30;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;13;segunda-feira;ADULTO;10;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;15:05;CIDADE ALTA;PACO DA PATRIA;FEMININO;PARDA;30;SEM PROFISSAO;NI;ARMA BRANCA;dezembro;29;terça-feira;ADULTO;15;VESPERTINO
HOMICIDIO;02:20;CIDADE ALTA;R MERMOZ;MASCULINO;NEGRA;32;MORADOR DE RUA;NI;ARMA BRANCA;dezembro;11;sexta-feira;ADULTO;2;MADRUGADA
HOMICIDIO;20:08;CIDADE ALTA;AV DO CONTORNO, PACO DA PATRIA;MASCULINO;NEGRA;14;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;maio;24;domingo;ADOLESCENTE;20;NOTURNO
HOMICIDIO;05:10;CIDADE ALTA;ENCONTRADO NA R BEIRA CANAL, PACO DA PATRIA;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;junho;5;sexta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;NI;CIDADE ALTA;R BEIRA CANAL, AS MARGENS DA LINHA D O TREM - PACO DA PATRIA;MASCULINO;BRANCA;27;NI;NI;ARMA DE FOGO;março;4;quarta-feira;ADULTO;NI;NI
HOMICIDIO;05:15;CIDADE ALTA;R GOV. RAFAEL FERNANDES, VIZINHO A CASA DE Nº136, PROX. SINAL DO PACO DA PATRIA, HORTO FLORESTA;MASCULINO;NEGRA;20;DESEMPREGADO;NI;ARMA DE FOGO;novembro;14;sábado;ADULTO;5;MADRUGADA
HOMICIDIO;23:00;CIDADE ALTA;R LAUREANO GOMES;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;setembro;7;segunda-feira;ADULTO;23;NOTURNO
HOMICIDIO;13:26;CIDADE ALTA;R SANTO AFONSO, PACO DA PATRIA;MASCULINO;BRANCA;25;NI;NI;ARMA DE FOGO;junho;1;segunda-feira;ADULTO;13;VESPERTINO
HOMICIDIO;17:57;CIDADE ALTA;R VIG BARTOLOMEU;MASCULINO;PARDA;24;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;julho;10;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;NI;CIDADE DA ESPERANÇA;R PINHEIRO, II;MASCULINO;NEGRA;32;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;março;16;segunda-feira;ADULTO;NI;NI
HOMICIDIO;08:00;CIDADE DA ESPERANÇA;AV SAMPAIO CORREIA;MASCULINO;NEGRA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;28;sábado;ADULTO;8;MATUTINO
HOMICIDIO;04:46;CIDADE DA ESPERANÇA;R PINHEIRO, II;MASCULINO;PARDA;20;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;2;sábado;ADULTO;5;MADRUGADA
HOMICIDIO;20:00;CIDADE DA ESPERANÇA;AV ADOLFO GORDO;MASCULINO;NEGRA;29;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;21;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;19:38;CIDADE DA ESPERANÇA;AV RIO GRANDE DO SUL;MASCULINO;NEGRA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;24;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;21:36;CIDADE DA ESPERANÇA;R RIO GRANDE DO SUL;MASCULINO;PARDA;22;MORADOR DE RUA;NI;ARMA BRANCA;novembro;10;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;20:21;CIDADE DA ESPERANÇA;PROXIMO A PETROBRAS;MASCULINO;PARDA;18;DESOCUPADO(A);NI;ARMA DE FOGO;maio;4;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;14:57;CIDADE DA ESPERANÇA;R BAGE;MASCULINO;PARDA;25;DESEMPREGADO;NI;ARMA DE FOGO;março;20;sexta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;13:09;CIDADE DA ESPERANÇA;R CABUGI, NOVA CIDADE;MASCULINO;PARDA;19;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;julho;16;quinta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;20:00;CIDADE DA ESPERANÇA;R SOUZA;FEMININO;NEGRA;22;DESEMPREGADO;NI;ARMA DE FOGO;setembro;14;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;22:05;CIDADE DA ESPERANÇA;TV SAMAPIO CORREIA;MASCULINO;PARDA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;novembro;21;sábado;ADOLESCENTE;22;NOTURNO
HOMICIDIO;23:01;CIDADE DA ESPERANÇA;R OTAVIO RODRIGUES,148 VILA NICE NOVA CIDADE;MASCULINO;BRANCA;49;APOSENTADO(A);NI;ASFIXIA MECANICA PROVOCADA;abril;3;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;09:57;CIDADE DA ESPERANÇA;LOCAL EXATO NAO INFORMADO PELO DELEGADO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ESPANCAMENTO;abril;28;terça-feira;ADOLESCENTE;10;MATUTINO
HOMICIDIO;21:00;CIDADE NOVA;AV NORTE;MASCULINO;NEGRA;20;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;28;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;23:01;CIDADE NOVA;R BELA VISTA, CIDADE NOVA;MASCULINO;PARDA;20;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;17;domingo;ADULTO;23;NOTURNO
HOMICIDIO;20:50;CIDADE NOVA;R MONTE CARLOS DR;MASCULINO;PARDA;40;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;14;sábado;ADULTO;21;NOTURNO
HOMICIDIO;17:00;CIDADE NOVA;R SANTA CELIA;MASCULINO;NEGRA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;dezembro;11;sexta-feira;ADULTO;17;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;20:21;CIDADE NOVA;PROXIMO AO DEPOSITO DE VAVA MATERIAL DE CONSTRUCAO;MASCULINO;NEGRA;41;SERRALHEIRO;ENSINO MEDIO COMPLETO;OBJETO CONTUNDENTE;fevereiro;15;domingo;ADULTO;20;NOTURNO
HOMICIDIO;23:00;CIDADE NOVA;AV NORTE;MASCULINO;NEGRA;23;DESEMPREGADO;NI;ARMA DE FOGO;março;3;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;20:55;CIDADE NOVA;CIDADE NOVA PROXIMO A ESTACAO DE TREM NATAL/RN;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;junho;1;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;20:16;CIDADE NOVA;PROXIMO AO TERMINAL DE ONIBUS DA CIDADE NOVA DA GUANABARA;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;junho;10;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;19:38;CIDADE NOVA;TV PINHEIRO, NA FAVELA DO DETRAN;MASCULINO;NEGRA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;novembro;11;quarta-feira;ADOLESCENTE;20;NOTURNO
HOMICIDIO;13:29;CIDADE NOVA;R SAO JERONIMO, EM FRENTE AO N° 35;MASCULINO;PARDA;26;RECEPCIONISTA;SUPERIOR;ARMA DE FOGO;abril;27;segunda-feira;ADULTO;13;VESPERTINO
LATROCINIO;13:51;CIDADE NOVA;R SAO SEBASTIAO, 438, PROX.ESTACAO LINHA DO TREM, CIDADE NOVA/FELIPE CAMARAO;MASCULINO;PARDA;42;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;novembro;14;sábado;ADULTO;14;VESPERTINO
HOMICIDIO;NI;DIX-SEPT ROSADO;POXIMO AO CLUBE DA TELEMAR;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;janeiro;11;domingo;ADOLESCENTE;NI;NI
LESAO CORPORAL SEGUIDA DE MORTE;13:00;DIX-SEPT ROSADO;R DOS CAICOS ;MASCULINO;PARDA;19;JARDINEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;agosto;16;domingo;ADULTO;13;VESPERTINO
HOMICIDIO;10:00;DIX-SEPT ROSADO;R SAO PEDRO EM FRENTE A CASA DE N° 59;MASCULINO;NEGRA;25;AUXILIAR DE MARCENEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;1;domingo;ADULTO;10;MATUTINO
HOMICIDIO;23:42;DIX-SEPT ROSADO;AV 16 - PROXIMO A CAIXA D'AGUA;MASCULINO;NEGRA;29;TECNICO EM REFRIGERACAO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;5;domingo;ADULTO;24;NOTURNO
HOMICIDIO;04:46;DIX-SEPT ROSADO;AV CEL ESTEVAM;MASCULINO;NEGRA;19;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;13;sexta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;22:00;DIX-SEPT ROSADO;TV SEVERINO DE PAIVA , EM FRENTE AO N° 35 - A VP;MASCULINO;BRANCA;21;AUXILIAR DE PIZZAIOLO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;1;domingo;ADULTO;22;NOTURNO
HOMICIDIO;01:17;DIX-SEPT ROSADO;2ª TV SAMPAIO CORREIA, EM FRENTE AO N° 26;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;julho;27;segunda-feira;ADULTO;1;NOTURNO
HOMICIDIO;08:46;DIX-SEPT ROSADO;AV AMINTAS BARROS;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;julho;12;domingo;ADULTO;9;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;02:00;DIX-SEPT ROSADO;AV ANTONIO BASILIO;MASCULINO;PARDA;31;DESEMPREGADO;NI;OBJETO CONTUNDENTE;janeiro;31;sábado;ADULTO;2;MADRUGADA
HOMICIDIO;19:33;FELIPE CAMARÃO;AV RANIERE MAZILE;MASCULINO;PARDA;49;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;maio;8;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;14:44;FELIPE CAMARÃO;R PEIXE BOI;MASCULINO;NEGRA;38;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;abril;5;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;22:07;FELIPE CAMARÃO;BR226 EM FRENTE AO DEPOSITO VALE DO PARA;MASCULINO;PARDA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;20;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;23:29;FELIPE CAMARÃO;CADAVER ENCONTRADO NA R DOS CAMPOS - JARDIM AMERICA;MASCULINO;NEGRA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;6;sexta-feira;ADULTO;23;NOTURNO
LATROCINIO;08:30;FELIPE CAMARÃO;ESTRADA CARROCAVEL - EMBAIXO DA TORRE ;MASCULINO;PARDA;42;ENTREGADOR DE GAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;17;terça-feira;ADULTO;9;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;12:20;FELIPE CAMARÃO;R ANTONIO CAROLIUNO;MASCULINO;NEGRA;20;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;8;domingo;ADULTO;12;MATUTINO
HOMICIDIO;NI;FELIPE CAMARÃO;R DA FE, COMUNIDADE BARREIROS;MASCULINO;PARDA;19;EMPREGADO DOMESTICO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;26;quinta-feira;ADULTO;NI;NI
HOMICIDIO;15:00;FELIPE CAMARÃO;R MIRASSOL;MASCULINO;NEGRA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;15;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;07:34;FELIPE CAMARÃO;R PADRE JOAO MARIA;MASCULINO;PARDA;19;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;1;sexta-feira;ADULTO;8;MATUTINO
HOMICIDIO;23:00;FELIPE CAMARÃO;R PEDRINHO BEZERRA VP;MASCULINO;NEGRA;26;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;8;quinta-feira;ADULTO;23;NOTURNO
HOMICIDIO;05:05;FELIPE CAMARÃO;R SALINOPOLIS PROXIMO A IGREJA EVANGELICA;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;2;terça-feira;ADULTO;5;MADRUGADA
HOMICIDIO;16:15;FELIPE CAMARÃO;R SANTA FE, NA FAVELA DO FIO;MASCULINO;BRANCA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;15;domingo;ADOLESCENTE;16;VESPERTINO
HOMICIDIO;16:15;FELIPE CAMARÃO;R SANTA FE, NA FAVELA DO FIO;MASCULINO;NEGRA;22;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;15;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;21:49;FELIPE CAMARÃO;R SANTA HELENA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;14;domingo;ADULTO;22;NOTURNO
HOMICIDIO;02:30;FELIPE CAMARÃO;R SANTA HELENA PROXIMO AO MERCADINHO BARATAO;MASCULINO;NEGRA;27;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;16;segunda-feira;ADULTO;3;MADRUGADA
HOMICIDIO;20:00;FELIPE CAMARÃO;R SAO NICOLAU;FEMININO;NEGRA;27;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;18;domingo;ADULTO;20;NOTURNO
HOMICIDIO;13:00;FELIPE CAMARÃO;R SAO NICOLAU, 57;MASCULINO;PARDA;23;LANTERNEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;17;terça-feira;ADULTO;13;VESPERTINO
HOMICIDIO;22:35;FELIPE CAMARÃO;TV SANTA ISABEL, 71;MASCULINO;NEGRA;19;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;14;domingo;ADULTO;23;NOTURNO
HOMICIDIO;16:15;FELIPE CAMARÃO;TV SANTA ISABEL, PROX AO ANTIGO FORNO DO LIXO;MASCULINO;NEGRA;35;CATADOR DE RECICLAVEIS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;15;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;NI;FELIPE CAMARÃO;TV SANTA ISABEL, PROXIMO AO MERCADINHO SAO JOSE VP;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;11;domingo;ADOLESCENTE;NI;NI
HOMICIDIO;18:00;FELIPE CAMARÃO;TV SANTA IZABEL, EM FRENTE A CASA 33;MASCULINO;NEGRA;38;CATADOR DE RECICLAVEIS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;24;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:52;FELIPE CAMARÃO;TV SAO SEBASTIAO, EM FRENTE A ASSEMBLEIA DE DEUS;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;19;quinta-feira;ADULTO;22;NOTURNO
HOMICIDIO;19:00;FELIPE CAMARÃO;TV JOSE VICENTE;MASCULINO;NEGRA;38;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;setembro;2;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;21:58;FELIPE CAMARÃO;R SANTA ISABEL, 103;MASCULINO;PARDA;24;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA BRANCA;abril;26;domingo;ADULTO;22;NOTURNO
HOMICIDIO;03:27;FELIPE CAMARÃO;NO CRUZAMENTO DAS RS RAINHA DO MAR COM R SILVA;FEMININO;BRANCA;31;CAMAREIRA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;27;segunda-feira;ADULTO;3;MADRUGADA
HOMICIDIO;NI;FELIPE CAMARÃO;R JOSE DA BARRA;MASCULINO;NEGRA;27;MONTADOR DE MOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;1;terça-feira;ADULTO;NI;NI
HOMICIDIO;03:00;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO (EM FRENTE AO Nº65);MASCULINO;PARDA;34;SEGURANCA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;novembro;1;domingo;ADULTO;3;MADRUGADA
HOMICIDIO;20:31;FELIPE CAMARÃO;R SALINOPOLIS (R FOLHA DOURADA, CONJUNTO DAS LAVADEIRAS);MASCULINO;PARDA;45;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;6;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;04:34;FELIPE CAMARÃO;"TV SANTA IZABEL - 2454""B""";MASCULINO;BRANCA;28;SEGURANCA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;25;sábado;ADULTO;5;MADRUGADA
HOMICIDIO;20:08;FELIPE CAMARÃO;TV SAO JOSE;MASCULINO;NEGRA;28;PORTEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;junho;18;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;12:10;FELIPE CAMARÃO;R MARISTELA ALVES, MORRO DE AREIA EM FELIPE CAMARAO;MASCULINO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;NAO IDENTIFICADO;novembro;21;sábado;ADOLESCENTE;12;MATUTINO
