TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;10:33;NEÓPOLIS;RUA MARANHAO , EM FRENTE AO IMOVEL 237;MASCULINO;BRANCA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;4;quinta-feira;ADOLESCENTE;11;MATUTINO
HOMICIDIO;08:07;NEÓPOLIS;CONJ PIRANGI II (CONFORME A GUIA DO DELEGADO);MASCULINO;NEGRA;25;SEM PROFISSAO;NI;ARMA DE FOGO;janeiro;18;segunda-feira;ADULTO;8;MATUTINO
HOMICIDIO;12:30;NEÓPOLIS;RUA ITAPECERICA;MASCULINO;PARDA;31;SEM PROFISSAO;NI;ARMA DE FOGO;setembro;17;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;10:33;NEÓPOLIS;RUA MARANHAO , EM FRENTE AO IMOVEL 237;MASCULINO;NI;34;NI;NI;ARMA DE FOGO;agosto;4;quinta-feira;ADULTO;11;MATUTINO
HOMICIDIO;08:01;NI;NI;MASCULINO;PARDA;51;DESEMPREGADO;NI;ARMA DE FOGO;março;2;quarta-feira;ADULTO;8;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:40;NI;NI;MASCULINO;PARDA;27;DETENTO FUGITIVO;NI;ARMA DE FOGO;abril;9;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;23:45;NORDESTE;AV FELIZARDO FIRMINO MOURA;MASCULINO;NEGRA;18;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;23;sábado;ADULTO;24;NOTURNO
HOMICIDIO;14:26;NORDESTE;R DOS TRANSMISSORES;FEMININO;PARDA;26;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;28;domingo;ADULTO;14;VESPERTINO
HOMICIDIO;10:12;NORDESTE;R FELIZARDO MOURA;MASCULINO;NEGRA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;8;terça-feira;ADULTO;10;MATUTINO
HOMICIDIO;23:15;NORDESTE;R NORDESTE COM R ALTO DA BELA VISTA;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;27;sábado;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;16:03;NORDESTE;TV NAPOLEAO LAURIANO, NA LAGOA DO MANGUE;MASCULINO;PARDA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;NAO IDENTIFICADO;abril;7;quinta-feira;ADULTO;16;VESPERTINO
LATROCINIO;20:50;NORDESTE;RUA GETULIO VARGAS;MASCULINO;PARDA;55;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;5;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;14:27;NORDESTE;R ALUISIO ALVES, S/N;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;maio;16;segunda-feira;ADULTO;14;VESPERTINO
HOMICIDIO;21:19;NORDESTE;TV BARREIRAS;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;maio;9;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;07:22;NOSSA SENHORA DE NAZARÉ;AV ANTONIO BASILIO, C/ AV 06 E 07;MASCULINO;NEGRA;50;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;21;segunda-feira;ADULTO;7;MATUTINO
HOMICIDIO;23:00;NOSSA SENHORA DE NAZARÉ;RUA DOS CAICÓS, VILA SÃO ROQUE;MASCULINO;PARDA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;7;quinta-feira;ADULTO;23;NOTURNO
HOMICIDIO;08:00;NOSSA SENHORA DE NAZARÉ;TV SÃO JOAQUIM;MASCULINO;PARDA;40;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;10;segunda-feira;ADULTO;8;MATUTINO
HOMICIDIO;19:30;NOSSA SENHORA DE NAZARÉ;CRUZAMENTO DA JERONIMO CAMRA COM IDOGRAFO VITAL;MASCULINO;PARDA;29;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;20;quarta-feira;ADULTO;20;NOTURNO
LATROCINIO;22:55;NOSSA SENHORA DE NAZARÉ;R RAIMUNDO FILGUEIRA;MASCULINO;PARDA;29;AUXILIAR ADMINISTRATIVO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;6;quarta-feira;ADULTO;23;NOTURNO
HOMICIDIO;16:30;NOSSA SENHORA DE NAZARÉ;RUA TUPINAMBA , 217;MASCULINO;PARDA;20;SEM PROFISSAO;NI;ARMA BRANCA;outubro;21;sexta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;20:58;NOSSA SENHORA DE NAZARÉ;RUA PASTOR JOSE MENEZES;MASCULINO;BRANCA;27;DETENTO EM LIBERDADE CONDICIONAL;NI;ARMA DE FOGO;abril;21;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;RUA ACHILES DE MONTEIRO;MASCULINO;PARDA;37;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;julho;13;quarta-feira;ADULTO;NI;NI
HOMICIDIO;07:20;NOSSA SRA DA APRESENTAÇÃO;CRUZAMENTO RUA GERMINIO BENINGNO COM TV PROJETADA;MASCULINO;PARDA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;22;sexta-feira;ADULTO;7;MATUTINO
FEMINICIDIO;11:36;NOSSA SRA DA APRESENTAÇÃO;EM FRENTE A SUA RESIDENCIA;FEMININO;PARDA;18;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;16;terça-feira;ADULTO;12;MATUTINO
HOMICIDIO;18:16;NOSSA SRA DA APRESENTAÇÃO;NA BORRACHARIA - AV. SANTAREM, 215 - VALE DOURADO - NOSSA SRA. DA APRESENTACAO - NATAL/RN - Nº: 0;MASCULINO;PARDA;38;BORRACHEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;4;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;08:40;NOSSA SRA DA APRESENTAÇÃO;R 25 DE JULHO, JARDIM PROGRESSO;MASCULINO;NEGRA;18;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;2;quarta-feira;ADULTO;9;MATUTINO
HOMICIDIO;18:38;NOSSA SRA DA APRESENTAÇÃO;R ANTONIA DANTAS, JD PROGRESSO;MASCULINO;NEGRA;30;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;22;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;17:00;NOSSA SRA DA APRESENTAÇÃO;R ANTONIO DE MORAES, JARDIM PROGRESSO;MASCULINO;PARDA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;6;sábado;ADOLESCENTE;17;VESPERTINO
HOMICIDIO;22:31;NOSSA SRA DA APRESENTAÇÃO;R DA LIBERDADE, JARDIM PROGRESSO;MASCULINO;PARDA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;25;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;14:20;NOSSA SRA DA APRESENTAÇÃO;RUA DIX-HUIT ROSADO, LOT JARDIM PROGRESSO;MASCULINO;PARDA;39;CASEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;21;sábado;ADULTO;14;VESPERTINO
HOMICIDIO;10:56;NOSSA SRA DA APRESENTAÇÃO;RUA ILHA DO PRINCIPE ,365;MASCULINO;PARDA;48;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;8;sábado;ADULTO;11;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:52;NOSSA SRA DA APRESENTAÇÃO;RUA JOSE LUIZ DA SILVA;MASCULINO;PARDA;29;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;27;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;15:20;NOSSA SRA DA APRESENTAÇÃO;RUA SAO SEBASTIAO, JARDIM PROGRESSO;MASCULINO;NEGRA;27;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;15;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;13:30;NOSSA SRA DA APRESENTAÇÃO;RUA SÃO SEVERINO DOS RAMOS , 1099;MASCULINO;NEGRA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;13;quarta-feira;ADULTO;14;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:30;NOSSA SRA DA APRESENTAÇÃO;TV IRMÃ VITÓRIA, S/N - VALE DOURADO ;MASCULINO;PARDA;20;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;21;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;03:30;NOSSA SRA DA APRESENTAÇÃO;VIA NAO IDENTIFICADA;MASCULINO;PARDA;26;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;14;sábado;ADULTO;4;MADRUGADA
HOMICIDIO;03:08;NOSSA SRA DA APRESENTAÇÃO;TV BOM JESUS, VALE DOURADO;MASCULINO;PARDA;35;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;janeiro;17;domingo;ADULTO;3;MADRUGADA
HOMICIDIO;16:08;NOSSA SRA DA APRESENTAÇÃO;R LIRIO DO VALE, Nº93, LOT ALIANCA;MASCULINO;PARDA;22;TECNICO EM ELETRONICA;ENSINO MEDIO COMPLETO;ARMA BRANCA;fevereiro;7;domingo;ADULTO;16;VESPERTINO
LATROCINIO;13:17;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;PARDA;30;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;24;segunda-feira;ADULTO;13;VESPERTINO
HOMICIDIO;19:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;PARDA;39;VIGIA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;dezembro;6;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;18:22;NOSSA SRA DA APRESENTAÇÃO;AV SANTAREM Nº 1490;MASCULINO;PARDA;32;TAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;dezembro;9;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;22:29;NOSSA SRA DA APRESENTAÇÃO;R PEDRA BRANCA, VALE DOURADO;MASCULINO;NEGRA;27;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;17;domingo;ADULTO;22;NOTURNO
HOMICIDIO;07:34;NOSSA SRA DA APRESENTAÇÃO;RUA DO BAR DO CABRITO/LOJA DE ROUPAS DA SOFIA, PARALELA A AV SANTARÉM;MASCULINO;BRANCA;20;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;2;sábado;ADULTO;8;MATUTINO
HOMICIDIO;20:30;NOSSA SRA DA APRESENTAÇÃO;RUA ISRAEL RAMOS, 07;MASCULINO;PARDA;19;TECNICO EM REFRIGERACAO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;junho;7;terça-feira;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;19:30;NOSSA SRA DA APRESENTAÇÃO;RUA SAMPAIO CORREIA;MASCULINO;PARDA;37;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;novembro;16;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;17:29;NOSSA SRA DA APRESENTAÇÃO;TV LUIZ GONZAGA, PANATIS;MASCULINO;NEGRA;48;MILITAR REFORMADO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;17;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;21:20;NOSSA SRA DA APRESENTAÇÃO;BECO DO REAL - EM FRENTE A IGREJA ASSEMBLEIA DE DEUS;MASCULINO;PARDA;21;NI;NI;ARMA BRANCA;setembro;23;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;21:30;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;setembro;11;domingo;ADULTO;22;NOTURNO
HOMICIDIO;17:30;NOSSA SRA DA APRESENTAÇÃO;AV DAS SERINGUEIRAS;MASCULINO;PARDA;21;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;dezembro;14;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;16:30;NOSSA SRA DA APRESENTAÇÃO;AV SENADOR CARLOS ALBERTO;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;dezembro;18;domingo;ADULTO;17;VESPERTINO
HOMICIDIO;10:38;NOSSA SRA DA APRESENTAÇÃO;AV: ARTESAO DARI MIRANDA EM FRENTE AO NUMERO 202;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;maio;28;sábado;ADULTO;11;MATUTINO
HOMICIDIO;11:20;NOSSA SRA DA APRESENTAÇÃO;CRUZAMENTO DA AV. BOA SORTE COM COUTO MAGALHAES;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;outubro;29;sábado;ADULTO;11;MATUTINO
HOMICIDIO;07:15;NOSSA SRA DA APRESENTAÇÃO;ENCONTRADO NUM INTERIOR DE UM VEICULO NA ESTRADA CARROÇAVEL - NA LATERAL DO MURO CAFÉ SANTA CLARA;MASCULINO;PARDA;60;NI;NI;ARMA DE FOGO;agosto;28;domingo;IDOSO;7;MATUTINO
HOMICIDIO;00:17;NOSSA SRA DA APRESENTAÇÃO;R DOS OPERARIOS, 53;MASCULINO;NEGRA;19;DESEMPREGADO;NI;ARMA DE FOGO;abril;10;domingo;ADULTO;0;NOTURNO
HOMICIDIO;17:04;NOSSA SRA DA APRESENTAÇÃO;R RIZOMAR CORREIA DOS SANTOS;MASCULINO;NEGRA;29;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;janeiro;7;quinta-feira;ADULTO;17;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;15:27;NOSSA SRA DA APRESENTAÇÃO;RUA COUTO MAGALHAES ;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;outubro;29;sábado;ADULTO;15;VESPERTINO
HOMICIDIO;19:30;NOSSA SRA DA APRESENTAÇÃO;RUA DAS CARRAPATEIRAS Nº 06;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;novembro;11;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;00:17;NOSSA SRA DA APRESENTAÇÃO;RUA DOS OPERARIOS, 53;MASCULINO;NEGRA;22;DESEMPREGADO;NI;ARMA DE FOGO;abril;10;domingo;ADULTO;0;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:17;NOSSA SRA DA APRESENTAÇÃO;RUA DR ARAGUARI, S/N, SANTA CATARINA;MASCULINO;PARDA;59;NI;NI;ARMA DE FOGO;maio;21;sábado;ADULTO;23;NOTURNO
HOMICIDIO;20:00;NOSSA SRA DA APRESENTAÇÃO;RUA FRANCISCO APRIGIO , VALE DOURADO;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA DE FOGO;junho;13;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;16:24;NOSSA SRA DA APRESENTAÇÃO;RUA HORACIO ROSA, 1992, VALE DOURADO;MASCULINO;NEGRA;32;DETENTO EM LIBERDADE CONDICIONAL;NI;ARMA DE FOGO;maio;2;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;21:41;NOSSA SRA DA APRESENTAÇÃO;RUA JARDIM ESPERANCA, PARQUE DOS COQUEIROS;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;abril;29;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;09:30;NOSSA SRA DA APRESENTAÇÃO;RUA JOANA ELISA FERNANDES N º96;MASCULINO;PARDA;21;SEM PROFISSAO;NI;ARMA DE FOGO;dezembro;24;sábado;ADULTO;10;MATUTINO
HOMICIDIO;20:22;NOSSA SRA DA APRESENTAÇÃO;RUA JOÃO ANISIO, JARDIM PROGRESSO;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;junho;23;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;15:00;NOSSA SRA DA APRESENTAÇÃO;RUA MANOEL PACIFICO DE MEDEIROS;MASCULINO;PARDA;20;SEM PROFISSAO;NI;ARMA DE FOGO;outubro;8;sábado;ADULTO;15;VESPERTINO
HOMICIDIO;19:52;NOSSA SRA DA APRESENTAÇÃO;RUA MESTRE LUCARINO, ALIANCA;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;abril;29;sexta-feira;ADULTO;20;NOTURNO
HOMICIDIO;21:32;NOSSA SRA DA APRESENTAÇÃO;RUA MIGUEL LOBATO PROXIMO AO N° 450;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;junho;17;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;21:00;NOSSA SRA DA APRESENTAÇÃO;RUA PEDRO IVO VAGNER;FEMININO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;junho;23;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;08:22;NOSSA SRA DA APRESENTAÇÃO;RUA ROSIMAR FERREIRA , 45;MASCULINO;PARDA;15;DESOCUPADO(A);NI;ARMA DE FOGO;agosto;29;segunda-feira;ADOLESCENTE;8;MATUTINO
HOMICIDIO;16:30;NOSSA SRA DA APRESENTAÇÃO;RUA SANTA ANTONIA;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;junho;27;segunda-feira;ADOLESCENTE;17;VESPERTINO
HOMICIDIO;12:40;NOSSA SRA DA APRESENTAÇÃO;RUA SANTA LUZIA;MASCULINO;PARDA;28;FEIRANTE;NI;ARMA DE FOGO;novembro;8;terça-feira;ADULTO;13;VESPERTINO
HOMICIDIO;02:17;NOSSA SRA DA APRESENTAÇÃO;RUA SAO SEBASTIAO;MASCULINO;PARDA;25;PESCADOR;NI;ARMA DE FOGO;dezembro;25;domingo;ADULTO;2;MADRUGADA
HOMICIDIO;21:01;NOSSA SRA DA APRESENTAÇÃO;RUA VER. ELESBAO DE MACEDO, VALE DOURADO;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;maio;3;terça-feira;ADOLESCENTE;21;NOTURNO
HOMICIDIO;07:00;NOSSA SRA DA APRESENTAÇÃO;TV CASTELO BRANCO , 275;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;outubro;31;segunda-feira;ADULTO;7;MATUTINO
HOMICIDIO;20:50;NOSSA SRA DA APRESENTAÇÃO;TV DOS BRAVOS Nº 113 - EM FRENTE A SUA RESIDENCIA;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;novembro;23;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;15:03;NOSSA SRA DA APRESENTAÇÃO;TV PAULO COELHO, JARDIM PROGRESSO;MASCULINO;NEGRA;30;DESOCUPADO(A);NI;ARMA DE FOGO;janeiro;8;sexta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;10:43;NOSSA SRA DA APRESENTAÇÃO;TV SANTA MATILDE;MASCULINO;PARDA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;abril;23;sábado;ADOLESCENTE;11;MATUTINO
HOMICIDIO;21:53;NOSSA SRA DA APRESENTAÇÃO;TV SAO JOSE, LOT JARDIM PROGRESSO;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;11;quinta-feira;ADULTO;22;NOTURNO
HOMICIDIO;23:37;NOSSA SRA DA APRESENTAÇÃO;VIA PUBLICA NAO DETERMINADA;MASCULINO;NEGRA;19;DESOCUPADO(A);NI;ARMA DE FOGO;fevereiro;14;domingo;ADULTO;24;NOTURNO
HOMICIDIO;16:53;NOSSA SRA DA APRESENTAÇÃO;NI;MASCULINO;PARDA;36;SEM PROFISSAO;NI;ESPANCAMENTO;setembro;21;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;22:40;NOSSA SRA DA APRESENTAÇÃO;TV SÃO SEVERINO,B62;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ESPANCAMENTO;junho;18;sábado;ADULTO;23;NOTURNO
HOMICIDIO;02:57;NOSSA SRA DA APRESENTAÇÃO;CRUZAMENTO DA SAMPAIO CORREIA COM RUA NOVA COLINA;MASCULINO;PARDA;38;ARTESAO;SUPERIOR;ARMA DE FOGO;outubro;29;sábado;ADULTO;3;MADRUGADA
HOMICIDIO;23:15;NOVA DESCOBERTA;RUA JOSE OVIDIO DO VALE ;MASCULINO;PARDA;34;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;7;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;07:34;NOVA DESCOBERTA;RUA PRESBITERO EXPEDITO NERI;MASCULINO;PARDA;39;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;27;segunda-feira;ADULTO;8;MATUTINO
HOMICIDIO;03:08;NOVA DESCOBERTA;R NILO RAMALHO, MORRO BRANCO;MASCULINO;NEGRA;33;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;25;sexta-feira;ADULTO;3;MADRUGADA
LATROCINIO;17:43;NOVA DESCOBERTA;R VERDES MARES;MASCULINO;BRANCA;51;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;5;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;23:19;NOVA DESCOBERTA;TV AURIS COELHO;MASCULINO;PARDA;20;REPOSITOR DE ESTOQUE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;27;sábado;ADULTO;23;NOTURNO
HOMICIDIO;20:25;NOVA DESCOBERTA;R DINARTE MARINS NETO;MASCULINO;NEGRA;27;NI;NI;ARMA BRANCA;janeiro;31;domingo;ADULTO;20;NOTURNO
HOMICIDIO;04:44;PAJUÇARA;ENCONTRADA ENTRE O CRUZAMENTO CASTELO BRANCO COM SANTA EULALIA;FEMININO;PARDA;35;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;agosto;21;domingo;ADULTO;5;MADRUGADA
HOMICIDIO;01:36;PAJUÇARA;R MAR DO NORTE, EM FRENTE A LAGOA DE CAPTACAO, PARQUE DAS DUNAS;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;março;28;segunda-feira;ADULTO;2;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;09:35;PAJUÇARA;AV DOUTOR JOAO MEDEIROS FILHO - SHOCK CASA SHOW ;MASCULINO;NEGRA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;17;domingo;ADULTO;10;MATUTINO
HOMICIDIO;21:30;PAJUÇARA;AV JULIANO MOREIRA;MASCULINO;PARDA;15;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;2;quarta-feira;ADOLESCENTE;22;NOTURNO
HOMICIDIO;19:12;PAJUÇARA;AV POMPEIA Nº 1811;MASCULINO;PARDA;22;LAVADOR DE CARRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;10;quinta-feira;ADULTO;19;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;13:24;PAJUÇARA;PROX. A RUA SANTO ELIAS;MASCULINO;NEGRA;27;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;3;terça-feira;ADULTO;13;VESPERTINO
HOMICIDIO;09:54;PAJUÇARA;R CLEMENTINO DE JESUS;MASCULINO;PARDA;39;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;17;terça-feira;ADULTO;10;MATUTINO
HOMICIDIO;11:49;PAJUÇARA;R JOSE BATISTA SOUTO, LOT BRASIL NOVO;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;15;terça-feira;ADOLESCENTE;12;MATUTINO
LATROCINIO;23:29;PAJUÇARA;R SANTO CRISTO, LOTEAMENTO BRASIL NOVO;MASCULINO;PARDA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;4;segunda-feira;ADULTO;23;NOTURNO
HOMICIDIO;08:38;PAJUÇARA;RIO DOCE NA ESTRADA DE GENIPABU;MASCULINO;PARDA;52;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;24;segunda-feira;ADULTO;9;MATUTINO
HOMICIDIO;16:30;PAJUÇARA;RUA FLOR DO PARAISO , 169 LOT DOM PEDRO I;MASCULINO;PARDA;27;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;2;domingo;ADULTO;17;VESPERTINO
HOMICIDIO;15:30;PAJUÇARA;RUA SANTA RITA DE CASSIA - BRASIL NOVO;MASCULINO;PARDA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;16;sexta-feira;ADULTO;16;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;10:00;PAJUÇARA;RUA SÃO FRANCISCO - PROXIMO AO COLEGIO SONHO DE CRIANÇA, 10;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;julho;21;quinta-feira;ADOLESCENTE;10;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;NI;PAJUÇARA;AO LADO DA LOJA RABELO;MASCULINO;PARDA;25;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;8;sexta-feira;ADULTO;NI;NI
HOMICIDIO;22:07;PAJUÇARA;R DOS LIRIOS, 215, LOT JOSE SARNEY;MASCULINO;NEGRA;22;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;3;quinta-feira;ADULTO;22;NOTURNO
LATROCINIO;08:59;PAJUÇARA;R WILMA DE FARIAS;FEMININO;BRANCA;29;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;20;domingo;ADULTO;9;MATUTINO
HOMICIDIO;17:11;PAJUÇARA;RUA DOS PIONEIROS, N°. 1167;MASCULINO;PARDA;36;TECNICO EM SEGURANCA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;junho;22;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;19:00;PAJUÇARA;RUA GETSAMANI;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;29;segunda-feira;ADOLESCENTE;19;NOTURNO
