TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
LATROCINIO;23:50;FELIPE CAMARÃO;AV INDUSTRIAL JOAO FRANCISCO DA MOTA ;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;5;quarta-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:35;FELIPE CAMARÃO;NI;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;9;sábado;ADOLESCENTE;24;NOTURNO
HOMICIDIO;08:34;FELIPE CAMARÃO;NOSSA SENHORA DO LIVRAMENTO,EM FRENTE Nº 775;MASCULINO;PARDA;39;BALCONISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;29;segunda-feira;ADULTO;9;MATUTINO
HOMICIDIO;22:36;FELIPE CAMARÃO;R MIRAI;MASCULINO;NEGRA;18;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;25;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;19:46;FELIPE CAMARÃO;R PADRE CICERO ;MASCULINO;NEGRA;28;FRENTISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;13;domingo;ADULTO;20;NOTURNO
HOMICIDIO;15:06;FELIPE CAMARÃO;R PE CICERO;MASCULINO;BRANCA;34;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;19;terça-feira;ADULTO;15;VESPERTINO
LATROCINIO;05:02;FELIPE CAMARÃO;RUA DA FE;MASCULINO;PARDA;44;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;novembro;22;terça-feira;ADULTO;5;MADRUGADA
HOMICIDIO;17:00;FELIPE CAMARÃO;RUA DOS POTIGUARES;MASCULINO;PARDA;27;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;8;sexta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;12:29;FELIPE CAMARÃO;RUA MURAI , 126;MASCULINO;PARDA;18;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;1;sábado;ADULTO;12;MATUTINO
HOMICIDIO;02:40;FELIPE CAMARÃO;TV PINHEIROS ,03;MASCULINO;PARDA;17;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;23;segunda-feira;ADOLESCENTE;3;MADRUGADA
HOMICIDIO;21:30;FELIPE CAMARÃO;TV SANTA ISABEL - PROXIMO AO LIXAO;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;25;terça-feira;ADOLESCENTE;22;NOTURNO
HOMICIDIO;12:48;FELIPE CAMARÃO;R NSA SRA DO LIVRAMENTO, 787;MASCULINO;PARDA;43;DESEMPREGADO;NI;ARMA BRANCA;janeiro;26;terça-feira;ADULTO;13;VESPERTINO
HOMICIDIO;17:00;FELIPE CAMARÃO;CRUZAMENTO DA SANTA FE COM RUA PAZ CELESTIAL;MASCULINO;PARDA;27;DESEMPREGADO;NI;ARMA DE FOGO;agosto;6;sábado;ADULTO;17;VESPERTINO
HOMICIDIO;18:38;FELIPE CAMARÃO;R ANACLETO DUARTE;FEMININO;PARDA;20;SEM PROFISSAO;NI;ARMA DE FOGO;março;30;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;21:10;FELIPE CAMARÃO;R ARCO IRIS, CAMPO DE AREIA, GUARAPES;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;janeiro;22;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;22:44;FELIPE CAMARÃO;R NSA SRA DO ROSARIO;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;março;25;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;21:32;FELIPE CAMARÃO;R PAI CELESTIAL;MASCULINO;PARDA;19;DETENTO FUGITIVO;NI;ARMA DE FOGO;janeiro;16;sábado;ADULTO;22;NOTURNO
HOMICIDIO;07:49;FELIPE CAMARÃO;R POTI;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;fevereiro;13;sábado;ADULTO;8;MATUTINO
HOMICIDIO;17:24;FELIPE CAMARÃO;R RAINHA DO MAR;MASCULINO;PARDA;33;SEM PROFISSAO;NI;ARMA DE FOGO;fevereiro;10;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;11:27;FELIPE CAMARÃO;R SANTA CRISTINA;MASCULINO;PARDA;23;SEM PROFISSAO;NI;ARMA DE FOGO;abril;11;segunda-feira;ADULTO;11;MATUTINO
HOMICIDIO;06:45;FELIPE CAMARÃO;RUA DA CARPA - NO INTERIOR DO LEPROSARIO;MASCULINO;PARDA;48;DESEMPREGADO;NI;ARMA DE FOGO;outubro;31;segunda-feira;ADULTO;7;MATUTINO
HOMICIDIO;03:55;FELIPE CAMARÃO;RUA FRANCISCA CAMPOS , 483;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;julho;26;terça-feira;ADULTO;4;MADRUGADA
HOMICIDIO;10:24;FELIPE CAMARÃO;RUA MANOEL MACHADO;MASCULINO;NEGRA;21;SEM PROFISSAO;NI;ARMA DE FOGO;maio;27;sexta-feira;ADULTO;10;MATUTINO
HOMICIDIO;23:58;FELIPE CAMARÃO;RUA PADRE CICERO EM FRENTE A RESIDENCIA Nº 335;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;agosto;11;quinta-feira;ADULTO;24;NOTURNO
HOMICIDIO;16:19;FELIPE CAMARÃO;RUA PEIXE BOI;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;junho;26;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;NI;FELIPE CAMARÃO;RUA PERIMETRAL SUL;MASCULINO;PARDA;28;SEM PROFISSAO;NI;ARMA DE FOGO;outubro;4;terça-feira;ADULTO;NI;NI
HOMICIDIO;21:00;FELIPE CAMARÃO;RUA RAINHA DO MAR - PROXIMO A EMPRESA CONCEIÇÃO E ATRAS DA IMUNIZADORA POTIGUAR;MASCULINO;PARDA;28;AUTONOMO;NI;ARMA DE FOGO;dezembro;24;sábado;ADULTO;21;NOTURNO
HOMICIDIO;21:00;FELIPE CAMARÃO;RUA RAINHA DO MAR - PROXIMO A EMPRESA CONCEIÇÃO E ATRAS DA IMUNIZADORA POTIGUAR;FEMININO;PARDA;30;NI;NI;ARMA DE FOGO;dezembro;24;sábado;ADULTO;21;NOTURNO
HOMICIDIO;16:30;FELIPE CAMARÃO;RUA SÃO NICOLAU , 28 A;MASCULINO;PARDA;22;DESEMPREGADO;NI;ARMA DE FOGO;agosto;2;terça-feira;ADULTO;17;VESPERTINO
HOMICIDIO;12:22;FELIPE CAMARÃO;RUA SÃO SEBASTIAO - EM FRENTE AO Nº 358;MASCULINO;PARDA;34;DESOCUPADO(A);NI;ARMA DE FOGO;outubro;29;sábado;ADULTO;12;MATUTINO
HOMICIDIO;23:30;FELIPE CAMARÃO;RUA TAMARINEIRA;MASCULINO;NEGRA;31;DESEMPREGADO;NI;ARMA DE FOGO;novembro;14;segunda-feira;ADULTO;24;NOTURNO
HOMICIDIO;19:30;FELIPE CAMARÃO;TV BERGAMO;MASCULINO;PARDA;15;SEM PROFISSAO;NI;ARMA DE FOGO;setembro;27;terça-feira;ADOLESCENTE;20;NOTURNO
HOMICIDIO;15:57;FELIPE CAMARÃO;TV SANTA MARIA GORETE,FAVELA DO FIO;MASCULINO;PARDA;0;CRIANCA;NI;ARMA DE FOGO;abril;14;quinta-feira;CRIANÇA;16;VESPERTINO
HOMICIDIO;08:00;FELIPE CAMARÃO;R JOAQUIM DE CASTRO, 850;MASCULINO;PARDA;7;MENOR DEPENDENTE;NI;ELETROPLESSAO;janeiro;28;quinta-feira;CRIANÇA;8;MATUTINO
HOMICIDIO;05:00;FELIPE CAMARÃO;R MIRAMANGUE;MASCULINO;PARDA;37;NI;NI;ESPANCAMENTO;fevereiro;19;sexta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;15:11;FELIPE CAMARÃO;R DA CIOBA;MASCULINO;NEGRA;14;NI;NI;OBJETO CONTUNDENTE;fevereiro;17;quarta-feira;ADOLESCENTE;15;VESPERTINO
LATROCINIO;02:20;FELIPE CAMARÃO;VIA PUBLICA NAO DETERMINADA;MASCULINO;BRANCA;51;POLICIAL CIVIL III;SUPERIOR;ARMA DE FOGO;fevereiro;29;segunda-feira;ADULTO;2;MADRUGADA
HOMICIDIO;23:23;GUARAPES;ENCONTRADO NA TV.IGAPO , EM FRENTE AO Nº 12;MASCULINO;PARDA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;14;domingo;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;12:48;GUARAPES;R CIDADE JARDIM;MASCULINO;PARDA;25;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;20;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;23:19;GUARAPES;RUA DA LAGOA SECA;MASCULINO;PARDA;30;REPOSITOR DE ESTOQUE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;7;sábado;ADULTO;23;NOTURNO
HOMICIDIO;21:11;GUARAPES;ENTRE A RUA IGAPO E A TV IGAPO;MASCULINO;PARDA;28;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;novembro;3;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;05:37;GUARAPES;RUA CANDELARIA , 198;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;setembro;10;sábado;ADULTO;6;MADRUGADA
HOMICIDIO;14:34;GUARAPES;RUA SAO JOSE (BAR INFERNINHO);MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;maio;8;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;20:29;GUARAPES;RUA SÃO JOSE ,33;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;agosto;15;segunda-feira;ADULTO;20;NOTURNO
FEMINICIDIO;06:30;IGAPÓ;TV SANTA HELENA , 15;FEMININO;PARDA;46;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;maio;11;quarta-feira;ADULTO;7;MATUTINO
HOMICIDIO;08:56;IGAPÓ;COMUNIDADE DO GALO;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;18;segunda-feira;ADOLESCENTE;9;MATUTINO
HOMICIDIO;01:52;IGAPÓ;R ARAGUARI, S/N;MASCULINO;NEGRA;20;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;6;sábado;ADULTO;2;MADRUGADA
HOMICIDIO;00:00;IGAPÓ;RUA PRESIDENTE MEDICE, 1934 VILA SÃO FRANCISCO ;MASCULINO;PARDA;27;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;8;sexta-feira;ADULTO;0;NOTURNO
HOMICIDIO;23:13;IGAPÓ;RUA VENUS;MASCULINO;PARDA;15;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;5;terça-feira;ADOLESCENTE;23;NOTURNO
HOMICIDIO;01:43;IGAPÓ;1ª TV ITAMBE;MASCULINO;PARDA;33;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;2;quarta-feira;ADULTO;2;MADRUGADA
HOMICIDIO;00:21;IGAPÓ;2 TV OLGA LUZIA - COMUNIDADE BEIRA RIO;MASCULINO;PARDA;27;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;5;segunda-feira;ADULTO;0;NOTURNO
HOMICIDIO;23:25;IGAPÓ;HOSPITAL SANTA CATARINA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;28;sábado;ADULTO;23;NOTURNO
HOMICIDIO;23:21;IGAPÓ;RUA DA SALINA, S/N;MASCULINO;PARDA;46;VIGIA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;junho;4;sábado;ADULTO;23;NOTURNO
HOMICIDIO;00:21;IGAPÓ;2 TV OLGA LUZIA - COMUNIDADE BEIRA RIO;MASCULINO;PARDA;16;NI;NI;ARMA DE FOGO;setembro;5;segunda-feira;ADOLESCENTE;0;NOTURNO
HOMICIDIO;12:14;IGAPÓ;AV PARAISO - EM FRENTE AO Nº 281;MASCULINO;PARDA;17;DESEMPREGADO;NI;ARMA DE FOGO;dezembro;9;sexta-feira;ADOLESCENTE;12;MATUTINO
HOMICIDIO;21:31;IGAPÓ;R BELA VISTA, COND CORACAO DE JESUS;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;março;23;quarta-feira;ADULTO;22;NOTURNO
HOMICIDIO;18:41;IGAPÓ;R ISABEL DE BRITO , 1036;MASCULINO;PARDA;26;SEM PROFISSAO;NI;ARMA DE FOGO;maio;26;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;22:50;IGAPÓ;R NOSSA SENHORA DO O COM BELA VISTA;MASCULINO;PARDA;25;DESEMPREGADO;NI;ARMA DE FOGO;maio;17;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;15:11;IGAPÓ;R PEQUENO CLAYTON ESQ COM R SAO MIGUEL, LOT VILA PARAISO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;abril;16;sábado;ADOLESCENTE;15;VESPERTINO
HOMICIDIO;19:54;IGAPÓ;RUA ALVORADA, 574;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;maio;31;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;23:47;IGAPÓ;RUA JOAO RODRIGUES DA SILVA;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;julho;1;sexta-feira;ADULTO;24;NOTURNO
HOMICIDIO;20:20;IGAPÓ;RUA JUPITER;MASCULINO;PARDA;41;NI;NI;ARMA DE FOGO;dezembro;7;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;22:15;IGAPÓ;RUA SANTA LUZIA;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;dezembro;27;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;15:13;IGAPÓ;RUA SANTA LUZIA;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;dezembro;4;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;20:00;IGAPÓ;RUA SÃO MIGUEL;MASCULINO;PARDA;28;DESOCUPADO(A);NI;ARMA DE FOGO;junho;21;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;20:50;IGAPÓ;TV JOSE DANTAS, VILA PARAISO, EM FRENTAO Nº 15;MASCULINO;PARDA;31;SEM PROFISSAO;NI;ARMA DE FOGO;março;15;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;13:12;IGAPÓ;RUA SANTO ANTONIO Nº 60 A;FEMININO;PARDA;40;DESOCUPADO;NI;ESPANCAMENTO;dezembro;8;quinta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;20:40;IGAPÓ;RUA PEQUENO CLAITON;MASCULINO;PARDA;19;MILITAR;SUPERIOR;ARMA DE FOGO;julho;23;sábado;ADULTO;21;NOTURNO
HOMICIDIO;18:30;LAGOA AZUL;AV DOS IMIGRANTES, NOVA NATAL;MASCULINO;NEGRA;53;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;março;7;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;00:47;LAGOA AZUL;R DOS LIRIOS, LOT JOSE SARNEY;MASCULINO;NEGRA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;16;sábado;ADULTO;1;NOTURNO
HOMICIDIO;21:30;LAGOA AZUL;RUA DAS OLIVEIRAS;MASCULINO;PARDA;62;CARPINTEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;31;domingo;IDOSO;22;NOTURNO
HOMICIDIO;20:55;LAGOA AZUL;RUA PROFESSORA ELIETE RODRIGUES DE MORAIS Nº 10;MASCULINO;PARDA;46;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;10;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;LAGOA AZUL;TV VERIADOR SERGIO DIEB;MASCULINO;PARDA;27;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;6;quinta-feira;ADULTO;NI;NI
HOMICIDIO;09:52;LAGOA AZUL;CJ CIDADE PRAIA, PROX ESTACAO DE TREM;MASCULINO;NEGRA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;março;6;domingo;ADULTO;10;MATUTINO
LATROCINIO;05:34;LAGOA AZUL;AV CENTENARIO DA ABOLICAO, 428;MASCULINO;PARDA;52;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;19;sábado;ADULTO;6;MADRUGADA
LATROCINIO;13:25;LAGOA AZUL;AV. GUARARAPES ESQUINA COM RUA DR. FERREIRINHA DE LIMA;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;junho;18;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;15:20;LAGOA AZUL;R MARIA ARAUJO CANANEIA, NOVA NATAL;MASCULINO;PARDA;22;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;28;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;11:46;LAGOA AZUL;R PROFª MARIA ELIENE DE MORAIS, LOT. JEOVA;MASCULINO;NEGRA;19;SEM PROFISSAO;NI;ARMA BRANCA;abril;10;domingo;ADULTO;12;MATUTINO
HOMICIDIO;14:00;LAGOA AZUL;RUA CARLOS ALBERTO S/N;MASCULINO;PARDA;22;NI;NI;ARMA BRANCA;dezembro;27;terça-feira;ADULTO;14;VESPERTINO
HOMICIDIO;02:50;LAGOA AZUL;RUA MONSENHOR HONORIO , 47;MASCULINO;PARDA;35;NI;NI;ARMA BRANCA;julho;25;segunda-feira;ADULTO;3;MADRUGADA
HOMICIDIO;09:17;LAGOA AZUL;1º TV SAO GERALDO,16;MASCULINO;PARDA;22;SEM PROFISSAO;NI;ARMA DE FOGO;abril;14;quinta-feira;ADULTO;9;MATUTINO
HOMICIDIO;21:03;LAGOA AZUL;AV GUARARAPES;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;agosto;11;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;19:12;LAGOA AZUL;AV GUARARAPES;MASCULINO;NEGRA;39;SEM PROFISSAO;NI;ARMA DE FOGO;maio;31;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;14:30;LAGOA AZUL;AV. NILA JALES - LOT BOA ESPERANÇA;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;outubro;23;domingo;ADULTO;15;VESPERTINO
HOMICIDIO;22:24;LAGOA AZUL;LOT BOA ESPERANCA;MASCULINO;NEGRA;20;SEM PROFISSAO;NI;ARMA DE FOGO;junho;4;sábado;ADULTO;22;NOTURNO
HOMICIDIO;11:02;LAGOA AZUL;R 3 LAGOAS, 83;MASCULINO;PARDA;31;APOSENTADO(A);NI;ARMA DE FOGO;abril;3;domingo;ADULTO;11;MATUTINO
HOMICIDIO;22:03;LAGOA AZUL;R DAS MANICOBAS;MASCULINO;NEGRA;24;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;30;sábado;ADULTO;22;NOTURNO
HOMICIDIO;07:38;LAGOA AZUL;R DO BOM BARQUNHO;MASCULINO;NEGRA;18;FEIRANTE;NI;ARMA DE FOGO;março;13;domingo;ADULTO;8;MATUTINO
HOMICIDIO;19:48;LAGOA AZUL;RUA APOSTOLO PAULO;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;outubro;30;domingo;ADULTO;20;NOTURNO
HOMICIDIO;07:20;LAGOA AZUL;RUA ARARUNA , 87 - EM FRENTE AO DEPOSITO DE MATERIAL DE CONSTRUÇAO;MASCULINO;PARDA;37;DESEMPREGADO;NI;ARMA DE FOGO;setembro;20;terça-feira;ADULTO;7;MATUTINO
HOMICIDIO;NI;LAGOA AZUL;RUA BEZERRA DE MENEZES ,07;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;outubro;17;segunda-feira;ADULTO;NI;NI
HOMICIDIO;20:04;LAGOA AZUL;RUA BUMBA MEU BOI, NOVA NATAL;MASCULINO;PARDA;33;DESEMPREGADO;NI;ARMA DE FOGO;maio;18;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;15:17;LAGOA AZUL;RUA CCAB SUL, JOSÉ SARNEY;MASCULINO;PARDA;31;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;junho;23;quinta-feira;ADULTO;15;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;23:05;LAGOA AZUL;RUA DOS LIRIOS, LOT JOSE SARNEY;MASCULINO;PARDA;32;DESEMPREGADO;NI;ARMA DE FOGO;abril;26;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;NI;LAGOA AZUL;RUA GUSTAVO JOSE DE PAULA GOMES , 578;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;outubro;9;domingo;ADULTO;NI;NI
HOMICIDIO;07:35;LAGOA AZUL;RUA RIACHO N º 71;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;dezembro;25;domingo;ADULTO;8;MATUTINO
HOMICIDIO;10:54;LAGOA AZUL;RUA TIJUARA , 440;MASCULINO;PARDA;21;SEM PROFISSAO;NI;ARMA DE FOGO;setembro;4;domingo;ADULTO;11;MATUTINO
HOMICIDIO;19:59;LAGOA AZUL;RUA TRES LAGOA;MASCULINO;PARDA;24;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;dezembro;3;sábado;ADULTO;20;NOTURNO
HOMICIDIO;23:30;LAGOA AZUL;RUA ZE MENININHO Nº 3030 A;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;dezembro;17;sábado;ADULTO;24;NOTURNO
HOMICIDIO;22:00;LAGOA AZUL;TV DA ESPERANÇA;MASCULINO;PARDA;22;SEM PROFISSAO;NI;ARMA DE FOGO;agosto;13;sábado;ADULTO;22;NOTURNO
HOMICIDIO;20:11;LAGOA NOVA;R GAL FRANCISCO MONTEIRO;MASCULINO;NEGRA;18;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;23;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;12:10;LAGOA NOVA;RUA NELSON GERALDO FREIRA;MASCULINO;PARDA;24;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;novembro;11;sexta-feira;ADULTO;12;MATUTINO
HOMICIDIO;19:20;LAGOA NOVA;RUA NOSSA SENHORA DA CONCEICAO , 144;MASCULINO;PARDA;27;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;24;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;03:25;LAGOA NOVA;AV CAP MOR GOUVEIA - CEASA;MASCULINO;PARDA;21;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;23;quarta-feira;ADULTO;3;MADRUGADA
HOMICIDIO;05:36;LAGOA NOVA;RUA ISAQUE PIMENTEL;MASCULINO;PARDA;36;DESEMPREGADO;NI;ARMA BRANCA;dezembro;5;segunda-feira;ADULTO;6;MADRUGADA
HOMICIDIO;02:50;LAGOA NOVA;AV ANTONIO BASILIO;MASCULINO;PARDA;27;DESOCUPADO(A);NI;ARMA DE FOGO;março;26;sábado;ADULTO;3;MADRUGADA
HOMICIDIO;06:20;LAGOA NOVA;AV DOS POTIGUARES - TERRENO BALDIO;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;agosto;5;sexta-feira;ADOLESCENTE;6;MADRUGADA
HOMICIDIO;13:34;LAGOA NOVA;AV JERONIMO CAMARA;MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA DE FOGO;junho;2;quinta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;17:00;LAGOA NOVA;TV HORACIO, 35;MASCULINO;NEGRA;34;SEM PROFISSAO;NI;ARMA DE FOGO;junho;20;segunda-feira;ADULTO;17;VESPERTINO
LATROCINIO;21:30;LAGOA NOVA;R PADRE CHAMPAGNAT, 1730;FEMININO;PARDA;43;TURISMOLOGA;SUPERIOR;ARMA DE FOGO;janeiro;2;sábado;ADULTO;22;NOTURNO
HOMICIDIO;03:55;LAGOA SECA;AV PRUDENTE DE MORAIS - EM FRENTE A BOATE KAPITAL MUSIC KM;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;setembro;10;sábado;ADULTO;4;MADRUGADA
HOMICIDIO;16:10;MÃE LUÍZA;R GUANABARA, Nº830;MASCULINO;NEGRA;39;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;janeiro;14;quinta-feira;ADULTO;16;VESPERTINO
HOMICIDIO;00:10;MÃE LUÍZA;1ª TV GUANABARA;MASCULINO;PARDA;40;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;7;quinta-feira;ADULTO;0;NOTURNO
HOMICIDIO;23:55;MÃE LUÍZA;R JOSE RIBAMAR;MASCULINO;PARDA;27;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;14;domingo;ADULTO;24;NOTURNO
HOMICIDIO;11:47;MÃE LUÍZA;RUA NOVA ;MASCULINO;NI;28;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;9;sábado;ADULTO;12;MATUTINO
HOMICIDIO;10:00;MÃE LUÍZA;TV ATALAIA COM TV. GUANABARA;MASCULINO;PARDA;25;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;24;domingo;ADULTO;10;MATUTINO
HOMICIDIO;06:21;MÃE LUÍZA;RUA SAO FRANCISCO, EM FRENTE A CASA 631;MASCULINO;PARDA;27;PORTEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;28;quinta-feira;ADULTO;6;MADRUGADA
HOMICIDIO;17:58;MÃE LUÍZA;R CAMARAGIBE, 513;MASCULINO;PARDA;34;EX DETENTO TRABALHADOR;NI;ARMA DE FOGO;março;31;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;16:40;MÃE LUÍZA;RUA ANTONIO FELIX , EM FRENTE AO Nº 334 A;MASCULINO;PARDA;28;SEM PROFISSAO;NI;ARMA DE FOGO;agosto;8;segunda-feira;ADULTO;17;VESPERTINO
HOMICIDIO;23:30;MÃE LUÍZA;RUA GUANABARA;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;maio;14;sábado;ADULTO;24;NOTURNO
HOMICIDIO;19:02;MÃE LUÍZA;TV ALTO DA COLINA;MASCULINO;PARDA;44;SEM PROFISSAO;NI;ARMA DE FOGO;julho;13;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:25;MÃE LUÍZA;TV ATALAIA;MASCULINO;PARDA;33;SALADEIRO DE HOTEL;NI;ARMA DE FOGO;novembro;8;terça-feira;ADULTO;19;NOTURNO
