TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;23:50;FELIPE CAMARÃO;RUA FRANCISCA CAMPOS, PE DO MORRO APOS A FUNDACAO BRADESCO, APOS O SUPER BOX NATAL;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;julho;23;domingo;ADOLESCENTE;24;NOTURNO
HOMICIDIO;23:00;FELIPE CAMARÃO;RUAC PADRE CICERO;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;junho;1;quinta-feira;ADULTO;23;NOTURNO
HOMICIDIO;20:50;FELIPE CAMARÃO;RUA JOSE VICENTE Nº 33 - EM FRENTE A SUA RESIDENCIA;MASCULINO;NI;24;DESEMPREGADO;NI;ARMA DE FOGO;setembro;16;sábado;ADULTO;21;NOTURNO
HOMICIDIO;10:53;FELIPE CAMARÃO;RUA DESENHISTA MODESTO CAMARA;MASCULINO;PARDA;58;POLICIAL MILITAR - RESERVA;NI;ARMA DE FOGO;janeiro;12;quinta-feira;ADULTO;11;MATUTINO
HOMICIDIO;03:30;FELIPE CAMARÃO;RUA DA FE, EM FRENTE A CASA Nº 232, PROXIMO A PRACINHA SITUADA NA RUA DOS CAMPOS;MASCULINO;PARDA;20;RECICLADOR;NI;ARMA DE FOGO;outubro;28;sábado;ADULTO;4;MADRUGADA
HOMICIDIO;20:32;FELIPE CAMARÃO;RUA INDOMAR, PROXIMO AO ANTIGO FORRO DA VELHA;MASCULINO;PARDA;48;PINTOR;NI;OBJETO CONTUNDENTE;setembro;2;sábado;ADULTO;21;NOTURNO
HOMICIDIO;10:30;FELIPE CAMARÃO;CRUZAMENTO DA RUA JOSINO GALVAO COM A RUA MIRASSOL, PROXIMO AO COLEGIO VERISSIMO DE MELO;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA DE FOGO;março;24;sexta-feira;ADULTO;11;MATUTINO
HOMICIDIO;10:30;FELIPE CAMARÃO;RUA PADRE JOAO MARIA, Nº 421, PROXIMO A LINHA FERREA, CRUZAMENTO COM A RUA PADRE CICERO;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;outubro;28;sábado;ADULTO;11;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;00:15;FELIPE CAMARÃO;RUA POETA EVARISTO DE SOUZA, POR TRAS DO SUPER SHOW;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;julho;19;quarta-feira;ADULTO;0;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;04:20;FELIPE CAMARÃO;RUA INDOMAR, EM FRENTE AO ESPETINHO DO DOCA . OCORRENCIA NO BAR DO DOCA;MASCULINO;PARDA;40;COMERCIANTE;NI;ARMA DE FOGO;maio;26;sexta-feira;ADULTO;4;MADRUGADA
HOMICIDIO;09:39;FELIPE CAMARÃO;RUA NOSSA SENHORA DO ROSARIO, PROXIMO A ESCOLA DJALMA MARANHAO.;MASCULINO;PARDA;17;AUTONOMO;NI;ARMA DE FOGO;agosto;25;sexta-feira;ADOLESCENTE;10;MATUTINO
HOMICIDIO;19:17;FELIPE CAMARÃO;TV SANTA ISABEL;MASCULINO;PARDA;46;DESEMPREGADO;NI;ARMA DE FOGO;setembro;21;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;12:05;FELIPE CAMARÃO;RUA JOSE DA SERRA, Nº 808 (AREA INTERNA DA EMPRESA JONAS TUR);MASCULINO;PARDA;48;VIGIA;NI;ARMA DE FOGO;janeiro;18;quarta-feira;ADULTO;12;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;18:45;FELIPE CAMARÃO;RUA SANTA IZABEL;MASCULINO;PARDA;28;GARÇOM;NI;ARMA DE FOGO;julho;1;sábado;ADULTO;19;NOTURNO
HOMICIDIO;01:00;FELIPE CAMARÃO;RUA SANTA IZABEL, Nº 105, APOS A LINHA FERREA AO LADO DA ESTACAO, CASA DE COR LARANJA;MASCULINO;PARDA;59;NI;NI;ARMA BRANCA;abril;14;sexta-feira;ADULTO;1;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;03:00;FELIPE CAMARÃO;RUA PEIXE BOI, Nº 10 - PROXIMO A MADEREIRA VALE DO PARÁ, PROXIMO A BR 226;MASCULINO;PARDA;28;PESCADOR;NI;ARMA DE FOGO;março;20;segunda-feira;ADULTO;3;MADRUGADA
HOMICIDIO;20:30;FELIPE CAMARÃO;RUA MAR E CEU, Nº 137;MASCULINO;PARDA;59;MOTORISTA;NI;ARMA BRANCA;janeiro;29;domingo;ADULTO;21;NOTURNO
HOMICIDIO;20:30;FELIPE CAMARÃO;RUA JOSE VICENTE, PRACA FELIPE CAMARAO;MASCULINO;PARDA;15;VENDEDOR;NI;ARMA DE FOGO;fevereiro;10;sexta-feira;ADOLESCENTE;21;NOTURNO
HOMICIDIO;17:00;FELIPE CAMARÃO;RUA NOSSA SENHORA DO ROSARIO, Nº 652, PROXIMO A IGREJA DEUS É AMOR E A SUCATA DO JONAS, EM FRENTE AO BAZAR, PROXIMO A FAVELA DO FIO;MASCULINO;PARDA;28;COMERCIANTE;NI;ARMA DE FOGO;agosto;1;terça-feira;ADULTO;17;VESPERTINO
HOMICIDIO;04:00;FELIPE CAMARÃO;RUA DA FÉ, EM FRENTE AO Nº 501, PROXIMO A CAIXA D`AGUA.;MASCULINO;PARDA;40;NI;NI;ARMA DE FOGO;abril;7;sexta-feira;ADULTO;4;MADRUGADA
HOMICIDIO;20:00;FELIPE CAMARÃO;RUA PROF. ANTONIO TRIGUEIRO, DEFRONTE AO Nº 413 (ESPETINHO);MASCULINO;PARDA;23;AUXILIAR DE COZINHA;NI;ARMA DE FOGO;janeiro;26;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;20:00;FELIPE CAMARÃO;RUA SAO SEBASTIAO, PROXIMO AO MERCADINHO DO JOAO;MASCULINO;PARDA;16;NI;NI;ARMA DE FOGO;dezembro;5;terça-feira;ADOLESCENTE;20;NOTURNO
HOMICIDIO;05:32;FELIPE CAMARÃO;RUA SANTA MARIA GORETE;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;junho;8;quinta-feira;ADOLESCENTE;6;MADRUGADA
HOMICIDIO;21:00;FELIPE CAMARÃO;AV NOSSA SENHORA DO ROSARIO, EM FRENTE AO Nº 09, PROXIMO A ANTIGA BASE DA PM;MASCULINO;PARDA;33;BARBEIRO;NI;ARMA DE FOGO;abril;17;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;05:32;FELIPE CAMARÃO;RUA SANTA MARIA GORETE;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;junho;8;quinta-feira;ADULTO;6;MADRUGADA
HOMICIDIO;14:00;FELIPE CAMARÃO;RUA JOAQUIM DE CASTRO, EM FRENTE AO Nº 170 PROXIMO A LION AUDIO CAR, CRUZAMENTO COM A RUA INDOMAR, NA RUA DA IGREJA UNIVERSAL, LATERAL DO SUPERMERCADO REDE MAIS;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;maio;20;sábado;ADOLESCENTE;14;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;02:00;FELIPE CAMARÃO;TRAVESSA FERRO CARDOSO, ESQUINA COM A RUA RAINHA DO MAR, POR TRAS DA GARAGEM DA EMPRESA DE ONIBUS CONCEIÇÃO, PROXIMO AO MORRO;MASCULINO;PARDA;27;GARÇON;NI;ARMA DE FOGO;abril;15;sábado;ADULTO;2;MADRUGADA
HOMICIDIO;21:39;FELIPE CAMARÃO;RUA JOAQUIM CASTRO;MASCULINO;PARDA;38;NI;NI;ARMA DE FOGO;julho;9;domingo;ADULTO;22;NOTURNO
HOMICIDIO;06:03;FELIPE CAMARÃO;RUA TODOS OS SANTOS;MASCULINO;PARDA;25;DESEMPREGADO;NI;ESPANCAMENTO;janeiro;7;sábado;ADULTO;6;MADRUGADA
HOMICIDIO;05:47;FELIPE CAMARÃO;TV SANTA MARIA GORETE;MASCULINO;PARDA;15;NI;NI;ARMA DE FOGO;setembro;16;sábado;ADOLESCENTE;6;MADRUGADA
HOMICIDIO;19:00;FELIPE CAMARÃO;RUA CRUZEIRO DO SUL, Nº 128 KM 06, PROXIMO A EMPRESA SAO GERALDO;MASCULINO;PARDA;37;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;agosto;3;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:00;FELIPE CAMARÃO;RUA JORNALISTA RAIMUNDO MAIONARA, EM FRENTE AO Nº 81, POR TRAS DO SUPER SHOW;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;junho;1;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:00;FELIPE CAMARÃO;RUA PEDRINHO BEZERRA, Nº 2038;MASCULINO;PARDA;42;POLICIAL MILITAR - RESERVA;NI;ARMA DE FOGO;outubro;4;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:45;GUARAPES;RUA MANOEL PASCOAL, (RUA ARAGUAINA) PROXIMO A CERCA DA MARINHA, NA GRANJA DE ZE GALEGO, PROXIMO A CASA Nº 31;MASCULINO;PARDA;23;NI;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;novembro;2;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;04:40;GUARAPES;ESTRADA CARROCAVEL (AVIARIO PROXIMO A ESTACAO DE RADIO DA MARINHA) POVOADO DOS GUARAPES, PROXIMO A AGUA MINERAL BLANCA;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;abril;7;sexta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;16:00;GUARAPES;EM CIMA DO MORRO NO GUARAPES;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;20;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;16:00;GUARAPES;EM CIMA DO MORRO NO GUARAPES;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;20;segunda-feira;ADULTO;16;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;20:00;GUARAPES;RUA NOVO GUARAPES;MASCULINO;PARDA;21;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;fevereiro;27;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;11:49;GUARAPES;RUA NOSSA SENHORA DA VITORIA, Nº 12, POR TRAS DA CIGARREIRA DA PAZ;MASCULINO;PARDA;37;PEDREIRO;NI;ARMA DE FOGO;novembro;24;sexta-feira;ADULTO;12;MATUTINO
HOMICIDIO;11:49;GUARAPES;RUA SANTO ANTONIO, EM FRENTE AO Nº 68 A, PROXIMO AS TORRES DE ENERGIA, APOS O COLEGIO ALMERINDA;MASCULINO;PARDA;35;ASG;NI;ARMA DE FOGO;novembro;24;sexta-feira;ADULTO;12;MATUTINO
HOMICIDIO;12:40;IGAPÓ;AV TOMAZ LANDIM - VIADUTO DE IGAPO EM FRENTE AO RESTAURANTE POPULAR;MASCULINO;PARDA;59;MECANICO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA BRANCA;dezembro;23;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;01:00;IGAPÓ;RUA TERRA, Nº 53, PROXIMO A PRACA DO CONJ CIDADE DO SOL, NO BAR DO ZE;MASCULINO;PARDA;21;SERVENTE DE PEDREIRO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;dezembro;28;quinta-feira;ADULTO;1;NOTURNO
HOMICIDIO;22:30;IGAPÓ;RUA SAO VICENTE;MASCULINO;PARDA;20;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;janeiro;11;quarta-feira;ADULTO;23;NOTURNO
HOMICIDIO;15:14;IGAPÓ;RUA SALINAS - PROXIMO AO PROJETO CAMARAO SALINAS;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;fevereiro;22;quarta-feira;ADULTO;15;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;11:04;IGAPÓ;PRAÇA SAO VICENTE DE PAULA - EM FRENTE AO CARTORIO DE IGAPO;MASCULINO;PARDA;38;DESEMPREGADO;NI;ARMA DE FOGO;setembro;30;sábado;ADULTO;11;MATUTINO
HOMICIDIO;23:50;IGAPÓ;RUA JOAO RODRIGUES DA SILVA, Nº 121 PROXIMO A CLINICA OITAVO ROSADO, PROXIMO A IGREJA ASSEMBLEIA DE DEUS;MASCULINO;PARDA;31;DESEMPREGADO;NI;ARMA DE FOGO;novembro;30;quinta-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;10:40;IGAPÓ;PROXIMO A ESTACAO DE TREM NA RUA CAMPO SANTO, PROXIMO AO ATACADAO;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;abril;28;sexta-feira;ADULTO;11;MATUTINO
HOMICIDIO;23:05;IGAPÓ;RUA HENRIQUE DIAS, EM FRENTE AO CASA DE NUMERO 1357, PROXIMO AS SUCATAS E PROXIMO AO BAR CABECA DO BODE;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;maio;3;quarta-feira;ADULTO;23;NOTURNO
HOMICIDIO;21:15;IGAPÓ;TV STA LUZIA, EM FRENTE AO Nº 204 CASA 2 - PROX A CLINICA OITAVA ROSADO;MASCULINO;PARDA;35;MECANICO;NI;ARMA DE FOGO;fevereiro;25;sábado;ADULTO;21;NOTURNO
HOMICIDIO;00:58;IGAPÓ;RUA PRESIDENTE MEDICI, POR TRAS DA LOJA INSINUANTE.;MASCULINO;PARDA;36;NI;NI;PEDRADA;maio;7;domingo;ADULTO;1;NOTURNO
HOMICIDIO;21:30;IGAPÓ;RUA SIQUEIRA CAMPOS;MASCULINO;PARDA;17;DESEMPREGADO;NI;ARMA DE FOGO;abril;28;sexta-feira;ADOLESCENTE;22;NOTURNO
HOMICIDIO;07:00;IGAPÓ;TV SAO DOMINGOS, EM FRENTE AO NUMERO 10, ACESSO PELA RUA PASTOR JOAQUIM BATISTA DE MACEDO, PROXIMO AO GANCHO, POR TRAS DA INSINUANTE;MASCULINO;PARDA;22;AUXILIAR DE PIZZAIOLO;NI;ARMA DE FOGO;abril;25;terça-feira;ADULTO;7;MATUTINO
HOMICIDIO;15:00;IGAPÓ;AV ULISSES GUIMARAES, Nº 40 CARTORIO DA REDINHA;MASCULINO;PARDA;30;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;março;3;sexta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;09:00;IGAPÓ;RUA SANTO AGOSTINHO, PROXIMO A RUA DA FEIRA, PROXIMO A ESCOLA IRMA ARCANGELA, PROXIMO AO POSTO DE SAUDE.;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;setembro;4;segunda-feira;ADULTO;9;MATUTINO
HOMICIDIO;12:04;IGAPÓ;RUA IRMA VITORIA, PROXIMO A LOJA SANTA MARIA, PROXIMO AO POSTO DE SAUDE;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;setembro;4;segunda-feira;ADULTO;12;MATUTINO
HOMICIDIO;22:00;IGAPÓ;RUA BRISA DO MAR, Nº 11;FEMININO;PARDA;21;NI;NI;ARMA DE FOGO;março;29;quarta-feira;ADULTO;22;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;17:00;IGAPÓ;RUA HENRIQUE DIAS;MASCULINO;NI;20;NI;NI;ARMA DE FOGO;junho;25;domingo;ADULTO;17;VESPERTINO
HOMICIDIO;05:00;IGAPÓ;CORPO LOCALIZADO NO MANGUEZAL AS MARGENS DO RIO POTENGI, PROXIMO A PONTE VELHA, NA COMUNIDADE DO BEIRA RIO;MASCULINO;PARDA;30;PESCADOR;NI;ARMA DE FOGO;agosto;12;sábado;ADULTO;5;MADRUGADA
HOMICIDIO;01:30;IGAPÓ;TV MARCILIO DIAS, Nº 63;MASCULINO;PARDA;27;ESTOQUISTA;NI;ARMA DE FOGO;março;15;quarta-feira;ADULTO;2;MADRUGADA
HOMICIDIO;17:50;IGAPÓ;VILA PEDRA PRETA, RUA SANTO INACIO DE LOYOLA;MASCULINO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;27;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;06:00;IGAPÓ;AV DAS FRONTEIRAS;MASCULINO;PARDA;20;AUTONOMO;NI;ARMA DE FOGO;agosto;24;quinta-feira;ADULTO;6;MADRUGADA
HOMICIDIO;23:20;IGAPÓ;TV SANTA LUZIA EM FRENTE AO Nº 06;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;janeiro;21;sábado;ADULTO;23;NOTURNO
HOMICIDIO;19:00;IGAPÓ;"RUA BELA VISTA, EM FRENTE A ""DETY""";MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;agosto;6;domingo;ADULTO;19;NOTURNO
HOMICIDIO;00:10;LAGOA AZUL;RUA DA QUINA, Nº 870 POR TRAS DO GINASIO NELIO DIAS;MASCULINO;PARDA;19;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;outubro;16;segunda-feira;ADULTO;0;NOTURNO
HOMICIDIO;09:00;LAGOA AZUL;RUA SAO GERALDO, PROXIMO A AV BUMBA MEU BOI, PROXIMO A CASA DA BANANA.;MASCULINO;PARDA;29;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;novembro;4;sábado;ADULTO;9;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;22:00;LAGOA AZUL;RUA MARIA ANUNCIADA DA SILVA COM AV.TRES AMERICAS;MASCULINO;PARDA;19;VENDEDOR;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;dezembro;11;segunda-feira;ADULTO;22;NOTURNO
HOMICIDIO;22:30;LAGOA AZUL;RUA PE DE MOLEQUE- , ANTIGA R. MULUNGÚS, EM FRENTE AO Nº 3188 A;MASCULINO;PARDA;24;VIDRACEIRO;NI;ARMA DE FOGO;setembro;29;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;16:50;LAGOA AZUL;RUA HAVANA, EM FRENTE AO IMOVEL ,Nº 275;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;julho;31;segunda-feira;ADULTO;17;VESPERTINO
LATROCINIO;02:43;LAGOA AZUL;AV MOEMA TINOCO, PROXIMO A BR 101;MASCULINO;PARDA;34;SEGURANÇA;NI;ARMA BRANCA;abril;3;segunda-feira;ADULTO;3;MADRUGADA
HOMICIDIO;07:30;LAGOA AZUL;RUA SAO MARTINS, nº 64 - POSTO DE GAS PROXIMO AO POSTO DE GASOLINA DE NOVA NATAL;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;dezembro;23;sábado;ADULTO;8;MATUTINO
HOMICIDIO;08:30;LAGOA AZUL;RUA SANTA CRISTINA PROXIMO AO MATERIAL DE CONSTRUCAO MARANGUAPE E A AVENIDA TRES LAGOAS, CORPO ENCONTRADO NA REGIAO DE DUNAS (CERCA DE 200 M DA LAGOA AZUL);MASCULINO;PARDA;15;NI;NI;ARMA DE FOGO;julho;12;quarta-feira;ADOLESCENTE;9;MATUTINO
HOMICIDIO;08:30;LAGOA AZUL;RUA SANTA CRISTINA PROXIMO AO MATERIAL DE CONSTRUCAO MARANGUAPE E A AVENIDA TRES LAGOAS, CORPO ENCONTRADO NA REGIAO DE DUNAS (CERCA DE 200 M DA LAGOA AZUL);MASCULINO;PARDA;16;NI;NI;ARMA DE FOGO;julho;12;quarta-feira;ADOLESCENTE;9;MATUTINO
HOMICIDIO;19:19;LAGOA AZUL;AV GUARARAPES COM A TV FRANCISCO FIGUEIREDO (RUA JOAO RODRIGUES, Nº 39) PROXIMO AO MERCADINHO SANTO EXPEDITO, PROXIMO A IGREJA ASSEMBLEIA DE DEUS, PROXIMO AO CAMPO DO CAJUEIRO;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;dezembro;2;sábado;ADULTO;19;NOTURNO
HOMICIDIO;16:20;LAGOA AZUL;RUA SAO GERALDO - TERRENO BALDIO;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;janeiro;9;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;04:40;LAGOA AZUL;RUA ARARUNA;MASCULINO;PARDA;47;MOTORISTA;NI;ARMA DE FOGO;janeiro;12;quinta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;11:00;LAGOA AZUL;RUA CENTRO DA LAGOA EM FRENTE A CASA Nº 413 (PROX AO SHALON);MASCULINO;PARDA;17;ESTUDANTE;NI;ARMA DE FOGO;março;13;segunda-feira;ADOLESCENTE;11;MATUTINO
HOMICIDIO;11:00;LAGOA AZUL;RUA CENTRO DA LAGOA EM FRENTE A CASA Nº 413 (PROX AO SHALON);MASCULINO;PARDA;16;NI;NI;ARMA DE FOGO;março;13;segunda-feira;ADOLESCENTE;11;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;22:20;LAGOA AZUL;RUA UNIAO DA VITORIA DENTRO DE UM DEPOSITO DE MATERIAL DE CONTRUÇÃO;MASCULINO;PARDA;27;ESTUDANTE;NI;ARMA DE FOGO;março;26;domingo;ADULTO;22;NOTURNO
HOMICIDIO;13:28;LAGOA AZUL;RUA SÃO MATEUS - EM FRENTE A CASA 2B;MASCULINO;PARDA;27;DESEMPREGADO;NI;ARMA DE FOGO;junho;21;quarta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;00:49;LAGOA AZUL;AV NILA JALES, Nº 1262, PROXIMO A IGREJA BATISTA;FEMININO;PARDA;22;DESEMPREGADO;NI;ARMA DE FOGO;setembro;7;quinta-feira;ADULTO;1;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;13:21;LAGOA AZUL;RUA MONTE GLOSA, PROXIMO A QUADRA DE ESPORTES VELHA, PROXIMO AO CLUBE DE MAES;MASCULINO;PARDA;50;PEDREIRO;NI;ARMA BRANCA;agosto;27;domingo;ADULTO;13;VESPERTINO
HOMICIDIO;07:49;LAGOA AZUL;RUA ANTONIO FURTADO DE OLIVEIRA, Nº 203, PROXIMO AO POSTO DA CAERN E AO CMEI;MASCULINO;PARDA;45;NI;NI;ARMA DE FOGO;julho;16;domingo;ADULTO;8;MATUTINO
HOMICIDIO;23:00;LAGOA AZUL;RUA GUAIRÁ - NO RALF DO GRAMORE;MASCULINO;PARDA;17;ESTUDANTE;NI;ARMA DE FOGO;janeiro;31;terça-feira;ADOLESCENTE;23;NOTURNO
HOMICIDIO;23:00;LAGOA AZUL;RUA TIJUANA - EM FRENTE AO COMERCIAL JUNIOR, PROXIMIDADES DA RUA DA FEIRA, PROXIMO A PANIFICADORA DO JOAO;MASCULINO;PARDA;16;NI;NI;ARMA DE FOGO;novembro;14;terça-feira;ADOLESCENTE;23;NOTURNO
HOMICIDIO;08:40;LAGOA AZUL;TV LAGOA DO MATO, PROXIMO AO Nº 35 POR TRAS DO 4º BPM;MASCULINO;PARDA;43;TECNICO DE REFRIGERACAO;NI;ARMA DE FOGO;março;7;terça-feira;ADULTO;9;MATUTINO
HOMICIDIO;00:50;LAGOA AZUL;RUA DAS VIOLEIROS;MASCULINO;PARDA;33;MONTADOR DE CAMARA FRIA;NI;ARMA BRANCA;junho;10;sábado;ADULTO;1;NOTURNO
HOMICIDIO;10:00;LAGOA AZUL;RUA CANTIGA DE RODA, EM FRENTE A RESIDENCIA Nº 3093;FEMININO;PARDA;32;DO LAR;NI;ARMA DE FOGO;agosto;19;sábado;ADULTO;10;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;22:10;LAGOA AZUL;NI;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;janeiro;21;sábado;ADULTO;22;NOTURNO
HOMICIDIO;22:07;LAGOA AZUL;RUA ANTONIO BATISTA ARAUJO;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;setembro;15;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;17:30;LAGOA AZUL;AREA DE MATA, ESTRADA CARROCAVEL, PROXIMO AO TERMINAL DE ONIBS DA LINHA 10-29;MASCULINO;PARDA;30;MOTOBOY;NI;ARMA DE FOGO;julho;15;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;17:31;LAGOA AZUL;RUA PONTAL DO NORTE, PROXIMO AO TERMINAL DOS ALTERNATIVOS DE NORDELANDIA;MASCULINO;PARDA;22;PEDREIRO;NI;ARMA DE FOGO;março;23;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;20:12;LAGOA AZUL;RUA DO MISTICISMO EM FRENTE A CASA Nº 986 C;MASCULINO;PARDA;27;PEDREIRO;NI;ARMA DE FOGO;setembro;21;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;00:16;LAGOA AZUL;RUA JOAO RODRIGUES, Nº 09;MASCULINO;PARDA;31;COZINHEIRO;NI;ARMA DE FOGO;abril;1;sábado;ADULTO;0;NOTURNO
HOMICIDIO;00:30;LAGOA AZUL;RUA DOM PEDRO I;MASCULINO;PARDA;21;AUTONOMO;NI;ARMA DE FOGO;fevereiro;1;quarta-feira;ADULTO;1;NOTURNO
HOMICIDIO;16:30;LAGOA AZUL;RUA DOS REPENTISTAS, Nº 3058, LATERAL DA IGREJA UNIVERSAL;MASCULINO;PARDA;22;DESEMPREGADO;NI;ARMA BRANCA;setembro;9;sábado;ADULTO;17;VESPERTINO
HOMICIDIO;21:30;LAGOA AZUL;RUA DAS ARGOLINHOS, PROXIMO A IGREJA TESTEMUNHA DE JEOVA, NO INICIO DO LOT CAMARA CASCUDO;MASCULINO;PARDA;31;DESEMPREGADO;NI;ARMA DE FOGO;maio;16;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;19:50;LAGOA AZUL;RUA PINHAO CONJ. NOVA NATAL - PROXIMO A RESIDENCIA;MASCULINO;PARDA;62;MARCENEIRO;NI;ARMA DE FOGO;outubro;7;sábado;IDOSO;20;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;17:40;LAGOA AZUL;RUA CCAB SUL, PROXIMO AO CHALON, PROXIMO A IGREJA CATOLICA;MASCULINO;PARDA;34;AUXILIAR DE COZINHA;NI;ARMA DE FOGO;julho;18;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;15:40;LAGOA AZUL;AV GUARARAPES - PROXIMO AO MERCADINHO DANTAS , IGREJA ASSEMBLEIA DE DEUS E GINASIO NELIO DIAS;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;dezembro;23;sábado;ADULTO;16;VESPERTINO
HOMICIDIO;19:15;LAGOA AZUL;RUA SOCORRO DE OLIVEIRA;MASCULINO;PARDA;28;DESEMPREGADO;NI;ESPANCAMENTO;julho;17;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;18:30;LAGOA AZUL;RUA ANITA MARQUES, Nº 35 - CORPO ENCONTRADO EM UMA GRANJA, PROXIMO AO CONJ DE VILMA;MASCULINO;PARDA;35;MARCENEIRO;NI;ARMA DE FOGO;janeiro;28;sábado;ADULTO;19;NOTURNO
HOMICIDIO;01:00;LAGOA AZUL;RUA SAO MATEUS Nº 35 - RABO DA GATA, PROXIMO AO TERMINAL DE ONIBUS DO GRAMORE, PROXIMO A LAGOA DE CAPTACAO;MASCULINO;PARDA;22;DESEMPREGADO;NI;ARMA DE FOGO;novembro;8;quarta-feira;ADULTO;1;NOTURNO
